time,bf500p,bf500n,i500p,i500n,q500p,q500n
1.676983e-07,6.315440e-01,5.642447e-01,9.793536e-01,9.527528e-01,1.025834e+00,9.061367e-01
1.677023e-07,6.326945e-01,5.637934e-01,9.793683e-01,9.527347e-01,1.025821e+00,9.061397e-01
1.677063e-07,6.338357e-01,5.633426e-01,9.793835e-01,9.527162e-01,1.025809e+00,9.061384e-01
1.677103e-07,6.349661e-01,5.628918e-01,9.793991e-01,9.526971e-01,1.025796e+00,9.061338e-01
1.677143e-07,6.360851e-01,5.624413e-01,9.794152e-01,9.526775e-01,1.025784e+00,9.061268e-01
1.677183e-07,6.371929e-01,5.619914e-01,9.794318e-01,9.526574e-01,1.025771e+00,9.061181e-01
1.677223e-07,6.382900e-01,5.615428e-01,9.794488e-01,9.526367e-01,1.025759e+00,9.061082e-01
1.677263e-07,6.393770e-01,5.610962e-01,9.794662e-01,9.526156e-01,1.025748e+00,9.060975e-01
1.677303e-07,6.404542e-01,5.606519e-01,9.794841e-01,9.525940e-01,1.025737e+00,9.060864e-01
1.677343e-07,6.415219e-01,5.602104e-01,9.795024e-01,9.525719e-01,1.025727e+00,9.060749e-01
1.677383e-07,6.425800e-01,5.597718e-01,9.795211e-01,9.525493e-01,1.025717e+00,9.060632e-01
1.677423e-07,6.436284e-01,5.593361e-01,9.795403e-01,9.525262e-01,1.025708e+00,9.060513e-01
1.677463e-07,6.446668e-01,5.589033e-01,9.795599e-01,9.525027e-01,1.025701e+00,9.060394e-01
1.677503e-07,6.456949e-01,5.584736e-01,9.795799e-01,9.524787e-01,1.025694e+00,9.060274e-01
1.677543e-07,6.467127e-01,5.580468e-01,9.796002e-01,9.524543e-01,1.025688e+00,9.060155e-01
1.677583e-07,6.477199e-01,5.576231e-01,9.796210e-01,9.524294e-01,1.025683e+00,9.060034e-01
1.677623e-07,6.487165e-01,5.572028e-01,9.796422e-01,9.524041e-01,1.025679e+00,9.059913e-01
1.677663e-07,6.497025e-01,5.567859e-01,9.796638e-01,9.523784e-01,1.025676e+00,9.059791e-01
1.677703e-07,6.506778e-01,5.563725e-01,9.796857e-01,9.523522e-01,1.025674e+00,9.059668e-01
1.677743e-07,6.516421e-01,5.559628e-01,9.797080e-01,9.523256e-01,1.025672e+00,9.059543e-01
1.677783e-07,6.525954e-01,5.555568e-01,9.797307e-01,9.522987e-01,1.025671e+00,9.059417e-01
1.677823e-07,6.535376e-01,5.551546e-01,9.797538e-01,9.522713e-01,1.025670e+00,9.059289e-01
1.677863e-07,6.544684e-01,5.547562e-01,9.797772e-01,9.522436e-01,1.025671e+00,9.059159e-01
1.677903e-07,6.553877e-01,5.543617e-01,9.798010e-01,9.522154e-01,1.025671e+00,9.059027e-01
1.677943e-07,6.562954e-01,5.539712e-01,9.798251e-01,9.521869e-01,1.025673e+00,9.058892e-01
1.677983e-07,6.571913e-01,5.535846e-01,9.798495e-01,9.521580e-01,1.025675e+00,9.058756e-01
1.678023e-07,6.580753e-01,5.532021e-01,9.798743e-01,9.521288e-01,1.025677e+00,9.058617e-01
1.678063e-07,6.589471e-01,5.528237e-01,9.798994e-01,9.520992e-01,1.025680e+00,9.058477e-01
1.678103e-07,6.598067e-01,5.524494e-01,9.799249e-01,9.520693e-01,1.025684e+00,9.058333e-01
1.678143e-07,6.606538e-01,5.520791e-01,9.799506e-01,9.520391e-01,1.025687e+00,9.058188e-01
1.678183e-07,6.614884e-01,5.517131e-01,9.799767e-01,9.520085e-01,1.025692e+00,9.058040e-01
1.678223e-07,6.623101e-01,5.513512e-01,9.800031e-01,9.519776e-01,1.025697e+00,9.057890e-01
1.678263e-07,6.631190e-01,5.509936e-01,9.800298e-01,9.519463e-01,1.025702e+00,9.057738e-01
1.678303e-07,6.639149e-01,5.506402e-01,9.800567e-01,9.519148e-01,1.025708e+00,9.057584e-01
1.678343e-07,6.646976e-01,5.502912e-01,9.800840e-01,9.518830e-01,1.025714e+00,9.057428e-01
1.678383e-07,6.654671e-01,5.499466e-01,9.801115e-01,9.518509e-01,1.025720e+00,9.057269e-01
1.678423e-07,6.662233e-01,5.496066e-01,9.801394e-01,9.518185e-01,1.025727e+00,9.057108e-01
1.678463e-07,6.669662e-01,5.492714e-01,9.801675e-01,9.517859e-01,1.025735e+00,9.056946e-01
1.678503e-07,6.676959e-01,5.489409e-01,9.801958e-01,9.517530e-01,1.025742e+00,9.056781e-01
1.678543e-07,6.684122e-01,5.486156e-01,9.802245e-01,9.517198e-01,1.025750e+00,9.056614e-01
1.678583e-07,6.691153e-01,5.482955e-01,9.802533e-01,9.516864e-01,1.025759e+00,9.056446e-01
1.678623e-07,6.698052e-01,5.479807e-01,9.802825e-01,9.516527e-01,1.025767e+00,9.056276e-01
1.678663e-07,6.704817e-01,5.476715e-01,9.803119e-01,9.516188e-01,1.025776e+00,9.056103e-01
1.678703e-07,6.711447e-01,5.473677e-01,9.803415e-01,9.515847e-01,1.025786e+00,9.055929e-01
1.678743e-07,6.717942e-01,5.470694e-01,9.803713e-01,9.515504e-01,1.025795e+00,9.055753e-01
1.678783e-07,6.724298e-01,5.467765e-01,9.804014e-01,9.515158e-01,1.025805e+00,9.055576e-01
1.678823e-07,6.730514e-01,5.464890e-01,9.804317e-01,9.514810e-01,1.025816e+00,9.055396e-01
1.678863e-07,6.736589e-01,5.462069e-01,9.804623e-01,9.514461e-01,1.025826e+00,9.055215e-01
1.678903e-07,6.742521e-01,5.459301e-01,9.804930e-01,9.514109e-01,1.025837e+00,9.055032e-01
1.678943e-07,6.748310e-01,5.456587e-01,9.805240e-01,9.513756e-01,1.025848e+00,9.054847e-01
1.678983e-07,6.753953e-01,5.453927e-01,9.805551e-01,9.513400e-01,1.025859e+00,9.054661e-01
1.679023e-07,6.759450e-01,5.451322e-01,9.805865e-01,9.513043e-01,1.025871e+00,9.054473e-01
1.679063e-07,6.764800e-01,5.448770e-01,9.806180e-01,9.512685e-01,1.025882e+00,9.054284e-01
1.679103e-07,6.770002e-01,5.446274e-01,9.806498e-01,9.512325e-01,1.025894e+00,9.054093e-01
1.679143e-07,6.775055e-01,5.443832e-01,9.806817e-01,9.511963e-01,1.025907e+00,9.053901e-01
1.679183e-07,6.779958e-01,5.441446e-01,9.807138e-01,9.511600e-01,1.025919e+00,9.053707e-01
1.679223e-07,6.784710e-01,5.439115e-01,9.807461e-01,9.511235e-01,1.025932e+00,9.053512e-01
1.679263e-07,6.789311e-01,5.436840e-01,9.807785e-01,9.510870e-01,1.025945e+00,9.053315e-01
1.679303e-07,6.793759e-01,5.434622e-01,9.808112e-01,9.510503e-01,1.025958e+00,9.053117e-01
1.679343e-07,6.798055e-01,5.432460e-01,9.808440e-01,9.510135e-01,1.025971e+00,9.052918e-01
1.679383e-07,6.802197e-01,5.430355e-01,9.808769e-01,9.509767e-01,1.025984e+00,9.052718e-01
1.679423e-07,6.806184e-01,5.428308e-01,9.809101e-01,9.509397e-01,1.025998e+00,9.052516e-01
1.679463e-07,6.810017e-01,5.426318e-01,9.809433e-01,9.509027e-01,1.026011e+00,9.052314e-01
1.679503e-07,6.813694e-01,5.424386e-01,9.809768e-01,9.508656e-01,1.026025e+00,9.052110e-01
1.679543e-07,6.817215e-01,5.422512e-01,9.810103e-01,9.508284e-01,1.026039e+00,9.051905e-01
1.679583e-07,6.820579e-01,5.420697e-01,9.810441e-01,9.507912e-01,1.026053e+00,9.051700e-01
1.679623e-07,6.823786e-01,5.418941e-01,9.810779e-01,9.507540e-01,1.026068e+00,9.051493e-01
1.679663e-07,6.826834e-01,5.417243e-01,9.811119e-01,9.507167e-01,1.026082e+00,9.051286e-01
1.679703e-07,6.829724e-01,5.415605e-01,9.811461e-01,9.506794e-01,1.026097e+00,9.051078e-01
1.679743e-07,6.832455e-01,5.414026e-01,9.811804e-01,9.506421e-01,1.026111e+00,9.050869e-01
1.679783e-07,6.835026e-01,5.412506e-01,9.812148e-01,9.506049e-01,1.026126e+00,9.050659e-01
1.679823e-07,6.837436e-01,5.411046e-01,9.812494e-01,9.505676e-01,1.026141e+00,9.050449e-01
1.679863e-07,6.839686e-01,5.409646e-01,9.812841e-01,9.505305e-01,1.026156e+00,9.050238e-01
1.679903e-07,6.841773e-01,5.408305e-01,9.813190e-01,9.504934e-01,1.026171e+00,9.050026e-01
1.679943e-07,6.843698e-01,5.407024e-01,9.813540e-01,9.504564e-01,1.026186e+00,9.049815e-01
1.679983e-07,6.845459e-01,5.405802e-01,9.813891e-01,9.504196e-01,1.026201e+00,9.049602e-01
1.680023e-07,6.847056e-01,5.404639e-01,9.814244e-01,9.503829e-01,1.026217e+00,9.049389e-01
1.680063e-07,6.848486e-01,5.403534e-01,9.814598e-01,9.503464e-01,1.026232e+00,9.049176e-01
1.680103e-07,6.849749e-01,5.402488e-01,9.814954e-01,9.503102e-01,1.026248e+00,9.048963e-01
1.680143e-07,6.850843e-01,5.401498e-01,9.815312e-01,9.502744e-01,1.026263e+00,9.048750e-01
1.680183e-07,6.851767e-01,5.400564e-01,9.815671e-01,9.502389e-01,1.026279e+00,9.048536e-01
1.680223e-07,6.852517e-01,5.399685e-01,9.816031e-01,9.502040e-01,1.026295e+00,9.048322e-01
1.680263e-07,6.853093e-01,5.398860e-01,9.816393e-01,9.501697e-01,1.026310e+00,9.048108e-01
1.680303e-07,6.853497e-01,5.398089e-01,9.816756e-01,9.501363e-01,1.026326e+00,9.047894e-01
1.680343e-07,6.853729e-01,5.397374e-01,9.817119e-01,9.501038e-01,1.026342e+00,9.047681e-01
1.680383e-07,6.853796e-01,5.396715e-01,9.817482e-01,9.500725e-01,1.026358e+00,9.047467e-01
1.680423e-07,6.853704e-01,5.396117e-01,9.817841e-01,9.500427e-01,1.026374e+00,9.047254e-01
1.680463e-07,6.853462e-01,5.395582e-01,9.818193e-01,9.500148e-01,1.026390e+00,9.047040e-01
1.680503e-07,6.853075e-01,5.395113e-01,9.818533e-01,9.499891e-01,1.026406e+00,9.046827e-01
1.680543e-07,6.852549e-01,5.394711e-01,9.818853e-01,9.499662e-01,1.026422e+00,9.046615e-01
1.680583e-07,6.851882e-01,5.394376e-01,9.819142e-01,9.499471e-01,1.026438e+00,9.046403e-01
1.680623e-07,6.851073e-01,5.394111e-01,9.819390e-01,9.499324e-01,1.026454e+00,9.046191e-01
1.680663e-07,6.850114e-01,5.393916e-01,9.819584e-01,9.499233e-01,1.026471e+00,9.045980e-01
1.680703e-07,6.849002e-01,5.393798e-01,9.819711e-01,9.499205e-01,1.026487e+00,9.045770e-01
1.680743e-07,6.847735e-01,5.393761e-01,9.819763e-01,9.499246e-01,1.026503e+00,9.045560e-01
1.680783e-07,6.846322e-01,5.393820e-01,9.819732e-01,9.499359e-01,1.026519e+00,9.045350e-01
1.680823e-07,6.844772e-01,5.393988e-01,9.819614e-01,9.499541e-01,1.026535e+00,9.045142e-01
1.680863e-07,6.843090e-01,5.394269e-01,9.819410e-01,9.499785e-01,1.026551e+00,9.044934e-01
1.680903e-07,6.841272e-01,5.394655e-01,9.819125e-01,9.500080e-01,1.026568e+00,9.044728e-01
1.680943e-07,6.839312e-01,5.395131e-01,9.818768e-01,9.500412e-01,1.026584e+00,9.044522e-01
1.680983e-07,6.837195e-01,5.395674e-01,9.818351e-01,9.500768e-01,1.026600e+00,9.044317e-01
1.681023e-07,6.834904e-01,5.396268e-01,9.817884e-01,9.501135e-01,1.026616e+00,9.044113e-01
1.681063e-07,6.832422e-01,5.396899e-01,9.817382e-01,9.501504e-01,1.026632e+00,9.043911e-01
1.681103e-07,6.829739e-01,5.397564e-01,9.816854e-01,9.501871e-01,1.026648e+00,9.043710e-01
1.681143e-07,6.826853e-01,5.398261e-01,9.816308e-01,9.502234e-01,1.026665e+00,9.043510e-01
1.681183e-07,6.823765e-01,5.398995e-01,9.815752e-01,9.502593e-01,1.026681e+00,9.043311e-01
1.681223e-07,6.820480e-01,5.399769e-01,9.815188e-01,9.502949e-01,1.026697e+00,9.043114e-01
1.681263e-07,6.816999e-01,5.400584e-01,9.814621e-01,9.503304e-01,1.026713e+00,9.042918e-01
1.681303e-07,6.813327e-01,5.401446e-01,9.814053e-01,9.503659e-01,1.026729e+00,9.042724e-01
1.681343e-07,6.809468e-01,5.402357e-01,9.813483e-01,9.504014e-01,1.026745e+00,9.042531e-01
1.681383e-07,6.805426e-01,5.403320e-01,9.812915e-01,9.504372e-01,1.026761e+00,9.042340e-01
1.681423e-07,6.801204e-01,5.404336e-01,9.812349e-01,9.504732e-01,1.026776e+00,9.042151e-01
1.681463e-07,6.796806e-01,5.405406e-01,9.811785e-01,9.505096e-01,1.026792e+00,9.041964e-01
1.681503e-07,6.792233e-01,5.406531e-01,9.811225e-01,9.505463e-01,1.026808e+00,9.041780e-01
1.681543e-07,6.787489e-01,5.407713e-01,9.810669e-01,9.505834e-01,1.026824e+00,9.041597e-01
1.681583e-07,6.782577e-01,5.408952e-01,9.810118e-01,9.506209e-01,1.026840e+00,9.041417e-01
1.681623e-07,6.777499e-01,5.410250e-01,9.809570e-01,9.506586e-01,1.026855e+00,9.041239e-01
1.681663e-07,6.772257e-01,5.411606e-01,9.809025e-01,9.506967e-01,1.026871e+00,9.041064e-01
1.681703e-07,6.766853e-01,5.413022e-01,9.808485e-01,9.507349e-01,1.026886e+00,9.040891e-01
1.681743e-07,6.761288e-01,5.414497e-01,9.807948e-01,9.507734e-01,1.026902e+00,9.040721e-01
1.681783e-07,6.755564e-01,5.416032e-01,9.807414e-01,9.508120e-01,1.026917e+00,9.040555e-01
1.681823e-07,6.749685e-01,5.417630e-01,9.806884e-01,9.508508e-01,1.026933e+00,9.040391e-01
1.681863e-07,6.743653e-01,5.419292e-01,9.806357e-01,9.508896e-01,1.026948e+00,9.040231e-01
1.681903e-07,6.737472e-01,5.421020e-01,9.805833e-01,9.509285e-01,1.026964e+00,9.040073e-01
1.681943e-07,6.731143e-01,5.422813e-01,9.805312e-01,9.509675e-01,1.026979e+00,9.039920e-01
1.681983e-07,6.724665e-01,5.424669e-01,9.804795e-01,9.510065e-01,1.026994e+00,9.039770e-01
1.682023e-07,6.718037e-01,5.426586e-01,9.804281e-01,9.510455e-01,1.027009e+00,9.039623e-01
1.682063e-07,6.711257e-01,5.428560e-01,9.803770e-01,9.510845e-01,1.027024e+00,9.039481e-01
1.682103e-07,6.704323e-01,5.430585e-01,9.803263e-01,9.511236e-01,1.027040e+00,9.039342e-01
1.682143e-07,6.697235e-01,5.432663e-01,9.802760e-01,9.511625e-01,1.027055e+00,9.039208e-01
1.682183e-07,6.689998e-01,5.434796e-01,9.802259e-01,9.512015e-01,1.027070e+00,9.039078e-01
1.682223e-07,6.682613e-01,5.436983e-01,9.801763e-01,9.512404e-01,1.027085e+00,9.038953e-01
1.682263e-07,6.675083e-01,5.439226e-01,9.801270e-01,9.512792e-01,1.027100e+00,9.038832e-01
1.682303e-07,6.667411e-01,5.441525e-01,9.800782e-01,9.513180e-01,1.027114e+00,9.038716e-01
1.682343e-07,6.659598e-01,5.443880e-01,9.800297e-01,9.513566e-01,1.027129e+00,9.038605e-01
1.682383e-07,6.651646e-01,5.446291e-01,9.799815e-01,9.513952e-01,1.027144e+00,9.038499e-01
1.682423e-07,6.643556e-01,5.448759e-01,9.799338e-01,9.514337e-01,1.027159e+00,9.038398e-01
1.682463e-07,6.635332e-01,5.451282e-01,9.798865e-01,9.514721e-01,1.027174e+00,9.038303e-01
1.682503e-07,6.626973e-01,5.453861e-01,9.798396e-01,9.515103e-01,1.027188e+00,9.038213e-01
1.682543e-07,6.618483e-01,5.456495e-01,9.797931e-01,9.515485e-01,1.027203e+00,9.038130e-01
1.682583e-07,6.609862e-01,5.459185e-01,9.797470e-01,9.515864e-01,1.027217e+00,9.038052e-01
1.682623e-07,6.601113e-01,5.461929e-01,9.797013e-01,9.516243e-01,1.027232e+00,9.037981e-01
1.682663e-07,6.592237e-01,5.464728e-01,9.796561e-01,9.516619e-01,1.027246e+00,9.037916e-01
1.682703e-07,6.583236e-01,5.467582e-01,9.796112e-01,9.516994e-01,1.027261e+00,9.037858e-01
1.682743e-07,6.574111e-01,5.470489e-01,9.795668e-01,9.517368e-01,1.027275e+00,9.037807e-01
1.682783e-07,6.564867e-01,5.473452e-01,9.795229e-01,9.517739e-01,1.027290e+00,9.037764e-01
1.682823e-07,6.555505e-01,5.476472e-01,9.794794e-01,9.518108e-01,1.027304e+00,9.037729e-01
1.682863e-07,6.546030e-01,5.479549e-01,9.794363e-01,9.518475e-01,1.027319e+00,9.037702e-01
1.682903e-07,6.536442e-01,5.482683e-01,9.793937e-01,9.518840e-01,1.027333e+00,9.037684e-01
1.682943e-07,6.526742e-01,5.485871e-01,9.793515e-01,9.519203e-01,1.027347e+00,9.037675e-01
1.682983e-07,6.516930e-01,5.489113e-01,9.793098e-01,9.519563e-01,1.027362e+00,9.037676e-01
1.683023e-07,6.507006e-01,5.492405e-01,9.792685e-01,9.519921e-01,1.027377e+00,9.037688e-01
1.683063e-07,6.496970e-01,5.495743e-01,9.792277e-01,9.520276e-01,1.027391e+00,9.037709e-01
1.683103e-07,6.486821e-01,5.499125e-01,9.791874e-01,9.520628e-01,1.027406e+00,9.037740e-01
1.683143e-07,6.476563e-01,5.502548e-01,9.791475e-01,9.520978e-01,1.027420e+00,9.037782e-01
1.683183e-07,6.466204e-01,5.506015e-01,9.791081e-01,9.521325e-01,1.027435e+00,9.037834e-01
1.683223e-07,6.455759e-01,5.509529e-01,9.790692e-01,9.521668e-01,1.027448e+00,9.037898e-01
1.683263e-07,6.445257e-01,5.513100e-01,9.790308e-01,9.522009e-01,1.027460e+00,9.037976e-01
1.683303e-07,6.434738e-01,5.516748e-01,9.789929e-01,9.522347e-01,1.027469e+00,9.038075e-01
1.683343e-07,6.424208e-01,5.520500e-01,9.789555e-01,9.522681e-01,1.027473e+00,9.038204e-01
1.683383e-07,6.413618e-01,5.524387e-01,9.789186e-01,9.523012e-01,1.027469e+00,9.038373e-01
1.683423e-07,6.402910e-01,5.528416e-01,9.788821e-01,9.523340e-01,1.027454e+00,9.038585e-01
1.683463e-07,6.392073e-01,5.532541e-01,9.788462e-01,9.523664e-01,1.027430e+00,9.038834e-01
1.683503e-07,6.381120e-01,5.536697e-01,9.788108e-01,9.523984e-01,1.027396e+00,9.039110e-01
1.683543e-07,6.370068e-01,5.540856e-01,9.787759e-01,9.524301e-01,1.027353e+00,9.039405e-01
1.683583e-07,6.358925e-01,5.545008e-01,9.787416e-01,9.524614e-01,1.027303e+00,9.039716e-01
1.683623e-07,6.347679e-01,5.549144e-01,9.787077e-01,9.524923e-01,1.027246e+00,9.040037e-01
1.683663e-07,6.336299e-01,5.553249e-01,9.786744e-01,9.525228e-01,1.027184e+00,9.040362e-01
1.683703e-07,6.324751e-01,5.557303e-01,9.786417e-01,9.525529e-01,1.027119e+00,9.040685e-01
1.683743e-07,6.312995e-01,5.561283e-01,9.786094e-01,9.525826e-01,1.027053e+00,9.041007e-01
1.683783e-07,6.301026e-01,5.565188e-01,9.785778e-01,9.526119e-01,1.026988e+00,9.041331e-01
1.683823e-07,6.288925e-01,5.569086e-01,9.785467e-01,9.526408e-01,1.026924e+00,9.041666e-01
1.683863e-07,6.276790e-01,5.573052e-01,9.785161e-01,9.526692e-01,1.026863e+00,9.042019e-01
1.683903e-07,6.264649e-01,5.577107e-01,9.784861e-01,9.526972e-01,1.026805e+00,9.042391e-01
1.683943e-07,6.252493e-01,5.581244e-01,9.784567e-01,9.527248e-01,1.026749e+00,9.042777e-01
1.683983e-07,6.240305e-01,5.585448e-01,9.784279e-01,9.527519e-01,1.026695e+00,9.043175e-01
1.684023e-07,6.228074e-01,5.589709e-01,9.783996e-01,9.527786e-01,1.026643e+00,9.043579e-01
1.684063e-07,6.215795e-01,5.594021e-01,9.783720e-01,9.528047e-01,1.026592e+00,9.043987e-01
1.684103e-07,6.203463e-01,5.598378e-01,9.783449e-01,9.528305e-01,1.026542e+00,9.044397e-01
1.684143e-07,6.191076e-01,5.602774e-01,9.783184e-01,9.528557e-01,1.026493e+00,9.044807e-01
1.684183e-07,6.178636e-01,5.607209e-01,9.782925e-01,9.528805e-01,1.026445e+00,9.045216e-01
1.684223e-07,6.166142e-01,5.611678e-01,9.782672e-01,9.529048e-01,1.026397e+00,9.045623e-01
1.684263e-07,6.153594e-01,5.616180e-01,9.782425e-01,9.529285e-01,1.026351e+00,9.046028e-01
1.684303e-07,6.140995e-01,5.620713e-01,9.782184e-01,9.529518e-01,1.026305e+00,9.046429e-01
1.684343e-07,6.128346e-01,5.625277e-01,9.781950e-01,9.529746e-01,1.026260e+00,9.046827e-01
1.684383e-07,6.115647e-01,5.629869e-01,9.781721e-01,9.529969e-01,1.026216e+00,9.047220e-01
1.684423e-07,6.102902e-01,5.634489e-01,9.781499e-01,9.530186e-01,1.026172e+00,9.047610e-01
1.684463e-07,6.090111e-01,5.639136e-01,9.781282e-01,9.530399e-01,1.026129e+00,9.047995e-01
1.684503e-07,6.077277e-01,5.643808e-01,9.781073e-01,9.530606e-01,1.026087e+00,9.048376e-01
1.684543e-07,6.064401e-01,5.648506e-01,9.780869e-01,9.530808e-01,1.026046e+00,9.048751e-01
1.684583e-07,6.051485e-01,5.653227e-01,9.780672e-01,9.531004e-01,1.026005e+00,9.049122e-01
1.684623e-07,6.038532e-01,5.657971e-01,9.780481e-01,9.531195e-01,1.025965e+00,9.049488e-01
1.684663e-07,6.025542e-01,5.662738e-01,9.780296e-01,9.531381e-01,1.025925e+00,9.049849e-01
1.684703e-07,6.012519e-01,5.667526e-01,9.780118e-01,9.531562e-01,1.025887e+00,9.050204e-01
1.684743e-07,5.999463e-01,5.672335e-01,9.779946e-01,9.531736e-01,1.025849e+00,9.050555e-01
1.684783e-07,5.986378e-01,5.677163e-01,9.779781e-01,9.531906e-01,1.025811e+00,9.050900e-01
1.684823e-07,5.973265e-01,5.682010e-01,9.779622e-01,9.532069e-01,1.025775e+00,9.051239e-01
1.684863e-07,5.960125e-01,5.686876e-01,9.779470e-01,9.532228e-01,1.025739e+00,9.051574e-01
1.684903e-07,5.946962e-01,5.691758e-01,9.779324e-01,9.532380e-01,1.025703e+00,9.051903e-01
1.684943e-07,5.933777e-01,5.696658e-01,9.779185e-01,9.532527e-01,1.025669e+00,9.052226e-01
1.684983e-07,5.920571e-01,5.701572e-01,9.779052e-01,9.532668e-01,1.025635e+00,9.052544e-01
1.685023e-07,5.907348e-01,5.706502e-01,9.778926e-01,9.532804e-01,1.025602e+00,9.052856e-01
1.685063e-07,5.894109e-01,5.711446e-01,9.778806e-01,9.532934e-01,1.025569e+00,9.053162e-01
1.685103e-07,5.880855e-01,5.716403e-01,9.778693e-01,9.533058e-01,1.025537e+00,9.053464e-01
1.685143e-07,5.867590e-01,5.721372e-01,9.778587e-01,9.533176e-01,1.025506e+00,9.053759e-01
1.685183e-07,5.854315e-01,5.726353e-01,9.778487e-01,9.533289e-01,1.025475e+00,9.054049e-01
1.685223e-07,5.841031e-01,5.731345e-01,9.778394e-01,9.533396e-01,1.025446e+00,9.054333e-01
1.685263e-07,5.827743e-01,5.736346e-01,9.778307e-01,9.533497e-01,1.025417e+00,9.054611e-01
1.685303e-07,5.814451e-01,5.741357e-01,9.778227e-01,9.533592e-01,1.025388e+00,9.054884e-01
1.685343e-07,5.801157e-01,5.746377e-01,9.778154e-01,9.533681e-01,1.025360e+00,9.055151e-01
1.685383e-07,5.787865e-01,5.751404e-01,9.778087e-01,9.533765e-01,1.025333e+00,9.055412e-01
1.685423e-07,5.774577e-01,5.756438e-01,9.778027e-01,9.533843e-01,1.025307e+00,9.055668e-01
1.685463e-07,5.761294e-01,5.761479e-01,9.777973e-01,9.533915e-01,1.025281e+00,9.055918e-01
1.685503e-07,5.748020e-01,5.766526e-01,9.777926e-01,9.533981e-01,1.025256e+00,9.056162e-01
1.685543e-07,5.734757e-01,5.771579e-01,9.777886e-01,9.534041e-01,1.025232e+00,9.056400e-01
1.685583e-07,5.721508e-01,5.776636e-01,9.777852e-01,9.534096e-01,1.025209e+00,9.056633e-01
1.685623e-07,5.708275e-01,5.781698e-01,9.777824e-01,9.534144e-01,1.025186e+00,9.056860e-01
1.685663e-07,5.695060e-01,5.786763e-01,9.777804e-01,9.534187e-01,1.025163e+00,9.057082e-01
1.685703e-07,5.681865e-01,5.791832e-01,9.777789e-01,9.534225e-01,1.025142e+00,9.057297e-01
1.685743e-07,5.668692e-01,5.796902e-01,9.777782e-01,9.534256e-01,1.025121e+00,9.057507e-01
1.685783e-07,5.655544e-01,5.801973e-01,9.777780e-01,9.534282e-01,1.025101e+00,9.057712e-01
1.685823e-07,5.642423e-01,5.807044e-01,9.777785e-01,9.534302e-01,1.025081e+00,9.057910e-01
1.685863e-07,5.629329e-01,5.812115e-01,9.777797e-01,9.534316e-01,1.025062e+00,9.058103e-01
1.685903e-07,5.616266e-01,5.817184e-01,9.777815e-01,9.534324e-01,1.025044e+00,9.058291e-01
1.685943e-07,5.603235e-01,5.822250e-01,9.777839e-01,9.534327e-01,1.025027e+00,9.058473e-01
1.685983e-07,5.590238e-01,5.827312e-01,9.777870e-01,9.534324e-01,1.025010e+00,9.058649e-01
1.686023e-07,5.577276e-01,5.832370e-01,9.777907e-01,9.534316e-01,1.024994e+00,9.058819e-01
1.686063e-07,5.564351e-01,5.837421e-01,9.777950e-01,9.534302e-01,1.024978e+00,9.058984e-01
1.686103e-07,5.551466e-01,5.842466e-01,9.778000e-01,9.534282e-01,1.024963e+00,9.059144e-01
1.686143e-07,5.538622e-01,5.847503e-01,9.778056e-01,9.534257e-01,1.024949e+00,9.059298e-01
1.686183e-07,5.525820e-01,5.852532e-01,9.778117e-01,9.534226e-01,1.024935e+00,9.059446e-01
1.686223e-07,5.513062e-01,5.857550e-01,9.778186e-01,9.534190e-01,1.024922e+00,9.059589e-01
1.686263e-07,5.500351e-01,5.862558e-01,9.778260e-01,9.534148e-01,1.024910e+00,9.059727e-01
1.686303e-07,5.487688e-01,5.867554e-01,9.778340e-01,9.534101e-01,1.024898e+00,9.059859e-01
1.686343e-07,5.475075e-01,5.872538e-01,9.778426e-01,9.534049e-01,1.024887e+00,9.059985e-01
1.686383e-07,5.462514e-01,5.877509e-01,9.778518e-01,9.533991e-01,1.024876e+00,9.060106e-01
1.686423e-07,5.450007e-01,5.882467e-01,9.778617e-01,9.533928e-01,1.024866e+00,9.060222e-01
1.686463e-07,5.437557e-01,5.887410e-01,9.778721e-01,9.533860e-01,1.024857e+00,9.060333e-01
1.686503e-07,5.425164e-01,5.892337e-01,9.778831e-01,9.533787e-01,1.024848e+00,9.060438e-01
1.686543e-07,5.412831e-01,5.897249e-01,9.778946e-01,9.533709e-01,1.024840e+00,9.060538e-01
1.686583e-07,5.400561e-01,5.902144e-01,9.779068e-01,9.533625e-01,1.024833e+00,9.060633e-01
1.686623e-07,5.388353e-01,5.907022e-01,9.779195e-01,9.533537e-01,1.024826e+00,9.060723e-01
1.686663e-07,5.376211e-01,5.911881e-01,9.779328e-01,9.533444e-01,1.024819e+00,9.060807e-01
1.686703e-07,5.364137e-01,5.916721e-01,9.779467e-01,9.533346e-01,1.024813e+00,9.060887e-01
1.686743e-07,5.352131e-01,5.921542e-01,9.779611e-01,9.533243e-01,1.024808e+00,9.060961e-01
1.686783e-07,5.340197e-01,5.926342e-01,9.779760e-01,9.533135e-01,1.024803e+00,9.061030e-01
1.686823e-07,5.328334e-01,5.931120e-01,9.779916e-01,9.533023e-01,1.024799e+00,9.061095e-01
1.686863e-07,5.316547e-01,5.935877e-01,9.780076e-01,9.532906e-01,1.024795e+00,9.061155e-01
1.686903e-07,5.304835e-01,5.940610e-01,9.780242e-01,9.532784e-01,1.024792e+00,9.061209e-01
